687,2665,2776
6590,4654,4484
2983,2788,4788
3512,602,4548
5230,1472,2379
4986,5386,1741
3128,1359,1877
924,271,306
427,1952,3050
5826,5045,472
4208,4057,273
4870,4800,1828
4070,6064,908
4461,5410,6606
1837,612,235
4464,4370,5668
2968,336,5023
5601,5213,3838
6182,6338,5845
6115,4675,1420
4872,5892,856
6400,232,344
4048,3481,432
1604,1708,2815
3998,2631,4996
1725,1958,3180
5794,6344,6228
3239,626,5637
2032,1811,2640
1215,2501,6487
3114,2521,403
4389,5998,4111
4233,3333,1685
5978,6076,4815
4429,5788,3215
705,356,5899
4001,1782,4729
607,557,301
4298,5013,4311
3273,4535,3914
939,800,4876
2959,1185,5604
5857,5592,5713
7241,4734,370
2582,4751,5126
2432,746,391
2652,2118,5388
6336,870,5844
6071,4794,322
5612,3591,3536
6323,6077,797
593,4905,4230
6132,4371,1261
1482,1202,1212
367,332,3919
6135,348,2300
564,304,6577
5505,4323,3980
2651,5771,1438
770,273,2568
2855,3881,3061
5772,2870,5706
2900,1956,4821
2790,5157,411
3021,3006,3666
231,245,308
3558,4441,4859
1120,4237,344
3000,2963,2483
4461,449,888
398,338,5457
4283,4478,4858
4803,5398,3687
680,6289,5601
1869,1742,879
5765,6676,1529
4592,6315,2707
5978,5863,10
2502,792,382
5522,2897,4417
2227,2737,4614
5334,5079,5402
4476,4322,2463
1828,437,1646
3997,4399,5421
1550,297,4377
4419,2615,1139
3565,6670,285
428,5732,6571
5773,4947,5167
5518,5941,312
2331,2859,4367
1488,1543,5785
5597,4254,2928
530,4268,5224
519,898,449
6298,5063,3274
4881,4729,4009
2512,441,5886
3420,3401,5599
289,811,5228
4232,3861,2773
4032,4031,6929
2940,260,5276
4762,4940,6197
3681,2529,4939
2769,763,6104
3420,3105,2286
747,784,5780
420,5706,1180
4823,5816,2294
1448,1476,5341
3725,4043,4122
743,5983,2932
5748,796,1449
2525,5839,3597
5857,804,3908
774,4552,782
4586,4907,4315
5078,6714,5036
5000,4471,4755
2148,3710,4572
1690,2817,1574
4256,2234,912
572,691,331
4900,4990,398
5849,305,6756
2298,440,5171
4349,4941,24
4116,2821,381
3080,1478,3840
5332,5841,4946
5173,5934,4487
349,966,258
4173,5798,3345
3017,1806,6432
6219,2821,557
5139,4132,4895
2894,4760,341
4241,274,4207
2606,3101,4146
6875,6715,4680
4330,4461,4984
1979,1924,1015
3415,3374,3424
5908,2576,3824
5233,5017,4542
6167,334,6369
966,1081,394
3058,4627,4784
1018,852,2844
5307,5379,3813
559,5870,4939
3231,3770,6635
1865,2382,3369
5463,5475,2824
1218,5270,2926
722,1867,4210
6100,4702,5032
2572,2611,4695
2227,4763,4735
5525,2402,3402
5064,3937,6995
2967,2452,6013
372,4959,1720
4475,2527,6277
4533,6296,2459
3854,657,4612
4280,4913,2238
4855,4183,3464
5824,4818,5703
6485,6228,3126
6427,5801,793
302,785,2471
5842,1993,513
4875,6019,5801
3412,3353,866
5220,828,813
4923,3557,486
2505,3166,5193
3708,1180,4812
3097,3351,2784
239,233,4956
1182,1139,1843
492,2334,5284
877,275,3012
2552,4307,1939
4239,4136,4254
850,2734,3774
5277,5109,2056
5655,2354,4463
4794,5030,4776
5552,4971,5750
5216,4457,4908
297,363,364
5136,872,3126
5830,4032,1117
5551,5245,759
4679,1120,691
3620,393,3505
802,852,1589
367,3044,4982
5908,422,1733
4434,2569,685
6633,6435,992
5885,1807,4011
4428,6945,2651
580,4385,1750
5072,1814,3390
3056,773,664
5755,5908,1611
764,749,5994
491,408,804
5163,3997,4023
5531,4770,331
2798,2847,2806
3570,739,4393
4872,4656,3160
2863,4699,2899
1147,371,3599
5894,6164,348
1761,4304,581
357,312,2597
4821,6465,6053
4936,4903,5191
4562,1550,3507
2073,4906,5170
4990,4271,4962
2969,1054,2708
3530,2789,5369
277,394,4272
2495,2838,6226
4769,792,6509
2045,1808,2931
2269,4349,3223
295,274,5118
5129,6128,617
3479,4397,5687
5085,1103,2150
5355,5324,6518
3919,2639,2924
320,323,366
312,281,291
930,818,2794
5272,4856,6223
2709,4307,5019
1895,2600,5532
3012,398,2000
597,5237,5823
870,4411,3699
3348,4116,353
911,394,4470
1198,5110,4731
5591,508,5869
6972,6816,6421
641,371,663
1219,826,810
6701,6672,4357
789,6171,2535
6220,5956,2963
6154,4490,388
1098,1020,340
5160,4998,2772
5795,3927,3364
4555,4965,3371
5739,4193,1834
253,6049,4690
5073,400,4399
3069,6383,710
4044,3520,4469
4526,2823,1929
4446,4210,310
815,4517,882
5843,5663,2819
2687,626,792
4132,4173,324
3215,529,2730
346,344,2507
5234,5460,2911
5822,1394,2938
4910,4773,5529
2621,5869,5692
4163,4369,408
5003,333,731
5395,3711,6717
2821,1236,6653
4924,1744,3571
342,3683,2402
810,4128,4691
4397,4519,4431
5306,3412,451
3798,5375,4667
2288,2679,3088
2886,2718,2708
5218,6440,2118
5548,2724,963
342,723,267
3166,2781,4724
5291,5016,5218
972,972,5772
1937,2956,5818
5109,2804,2645
5295,5669,315
6234,4498,2222
851,4767,5411
2795,2463,4785
3378,1053,4991
4216,529,5184
3773,1460,5551
663,480,5453
5317,879,3960
864,689,5303
4840,4692,5113
418,6303,2569
4034,5376,2533
1017,254,655
4626,4694,5670
503,410,4699
5726,5845,3311
2932,3444,909
2817,3128,1513
6027,5734,5857
889,1059,5614
5917,515,3275
6214,5489,3771
2911,1667,6393
5795,5797,5762
5421,654,5764
4555,1785,4198
5360,764,3047
4779,629,6100
1208,366,1640
5124,2974,2076
4494,1744,3679
3317,3447,1118
2424,1364,516
4732,4540,5007
3083,2701,6151
590,595,2780
2178,2132,1904
4699,2724,436
3139,323,516
1845,1627,2068
2980,5901,561
3849,3269,2951
1821,1696,365
352,4623,4830
3444,1866,558
332,544,3764
