4259,4015,5545
3069,3382,4516
2378,2815,4767
2030,2110,5026
1400,1555,4918
917,959,5181
515,455,5584
302,336,6015
251,265,5791
798,314,4770
2678,779,3539
5733,2571,2784
6449,5563,2361
5765,6676,1529
5599,5966,963
4534,4832,506
4691,4395,321
5067,4411,273
5030,4648,367
5300,4602,814
5777,5125,2718
6349,5502,5673
6127,5979,6511
4460,5663,5471
3418,4259,5097
2775,3069,4887
2306,2378,5337
1846,2030,5692
947,1400,6137
494,917,4623
332,515,3591
261,302,2898
361,251,2637
5875,798,1777
6793,2678,1015
6793,5733,598
6283,6449,369
6283,5765,312
5680,5599,367
5680,4534,835
4632,4691,2726
4887,5067,5689
5030,5030,6990
5067,5300,5985
5227,5777,5309
5610,6349,4603
6286,6127,4884
4775,4460,5104
3340,3418,5178
3013,2775,5501
2603,2306,5713
1910,1846,6292
1037,947,6057
347,494,4907
350,332,3503
850,261,3037
2791,361,2822
5809,5875,1992
6798,6793,1166
6304,6793,627
5291,6283,388
4638,6283,368
5557,5680,2489
5818,5680,5537
6272,4632,6628
5944,4887,5534
4949,5030,5403
3511,5067,4770
3039,5227,5217
2679,5610,5870
2094,6286,5967
1284,4775,6108
630,3340,6128
410,3013,6069
331,2603,6169
372,1910,5384
739,1037,4063
2561,347,3364
5586,350,2971
6992,850,2450
5860,2791,1832
5230,5809,1231
4864,6798,718
5146,6304,545
5526,5291,411
5383,4638,688
5758,5557,1352
5889,5818,2072
6057,6272,3342
6028,5944,4258
5257,4949,4861
1897,3511,5191
1335,3039,5669
769,2679,5074
570,2094,5025
413,1284,5153
399,630,5024
740,410,4779
1420,331,4362
2220,372,3860
3479,739,3160
4546,2561,2992
4579,5586,3202
4438,6992,1941
4623,5860,1233
4440,5230,323
4495,4864,312
4483,5146,627
4591,5526,1508
4477,5383,1539
4221,5758,2232
3672,5889,4568
3015,6057,4624
2769,6028,4529
2875,5257,5139
1931,1897,6640
1309,1335,6589
870,769,4429
654,570,4329
364,413,3833
262,399,4015
505,740,3382
861,1420,2815
1132,2220,2110
1797,3479,1555
2685,4546,959
2685,4579,455
2685,4438,336
3370,4623,265
3370,4440,314
3662,4495,779
3662,4483,2571
4076,4591,5563
4076,4477,6676
4076,4221,5966
4128,3672,4832
4128,3015,4395
4128,2769,4411
4358,2875,4648
4358,1931,4602
4358,1309,5125
4342,870,5502
4342,654,5979
4234,364,5663
4271,262,4259
4271,505,3069
4080,861,2378
3453,1132,2030
2718,1797,1400
2439,2685,917
1819,2685,515
1002,2685,302
1002,3370,251
542,3370,798
542,3662,2678
303,3662,5733
239,4076,6449
335,4076,5765
335,4076,5599
810,4128,4534
810,4128,4691
2606,4128,5067
2606,4358,5030
5714,4358,5300
6798,4358,5777
6114,4342,6349
5094,4342,6127
4473,4234,4460
4529,4271,3418
4823,4271,2775
4872,4080,2306
5238,3453,1846
5584,2718,947
6246,2439,494
5957,1819,332
4535,1002,261
3234,1002,361
2677,542,5875
2077,542,6793
1380,303,6793
927,239,6283
500,335,6283
324,335,5680
257,810,5680
354,810,4632
769,2606,4887
2769,2606,5030
5789,5714,5067
7055,6798,5227
6408,6114,5610
5254,5094,6286
4547,4473,4775
4784,4529,3340
5015,4823,3013
5057,4872,2603
5430,5238,1910
5813,5584,1037
6496,6246,347
6429,5957,350
5142,4535,850
3311,3234,2791
2777,2677,5809
2331,2077,6798
1767,1380,6304
1093,927,5291
